"hgnc_symbol"	"entrezgene_id"	"ensembl_gene_id"	"id"	"allias"	"mirna"	"chromosome_name"
"TYW1"	55253	"ENSG00000198874"	"MI0017277"	"MI0017277"	"hsa-mir-4650-1"	"7"
"MIR4650-1"	100616310	"ENSG00000266525"	"MI0017277"	"MI0017277"	"hsa-mir-4650-1"	"7"
"TYW1B"	441250	"ENSG00000277149"	"MI0017278"	"MI0017278"	"hsa-mir-4650-2"	"7"
"MIR4650-2"	100616331	"ENSG00000264494"	"MI0017278"	"MI0017278"	"hsa-mir-4650-2"	"7"
"POR"	5447	"ENSG00000127948"	"MI0017279"	"MI0017279"	"hsa-mir-4651"	"7"
"MIR4651"	100616270	"ENSG00000284334"	"MI0017279"	"MI0017279"	"hsa-mir-4651"	"7"
"GNGT1"	2792	"ENSG00000127928"	"MI0017280"	"MI0017280"	"hsa-mir-4652"	"7"
"MIR4652"	100616206	"ENSG00000265423"	"MI0017280"	"MI0017280"	"hsa-mir-4652"	"7"
"AP1S1"	1174	"ENSG00000106367"	"MI0017281"	"MI0017281"	"hsa-mir-4653"	"7"
"MIR4653"	100616117	"ENSG00000264425"	"MI0017281"	"MI0017281"	"hsa-mir-4653"	"7"
"NOS1AP"	9722	"ENSG00000198929"	"MI0017282"	"MI0017282"	"hsa-mir-4654"	"1"
""	NA	"ENSG00000285636"	"MI0017282"	"MI0017282"	"hsa-mir-4654"	"1"
"MIR4654"	100616386	"ENSG00000266144"	"MI0017282"	"MI0017282"	"hsa-mir-4654"	"1"
"MAD1L1"	8379	"ENSG00000002822"	"MI0017283"	"MI0017283"	"hsa-mir-4655"	"7"
""	NA	"ENSG00000286192"	"MI0017283"	"MI0017283"	"hsa-mir-4655"	"7"
""	NA	"ENSG00000176349"	"MI0017283"	"MI0017283"	"hsa-mir-4655"	"7"
"MIR4655"	100616160	"ENSG00000265089"	"MI0017283"	"MI0017283"	"hsa-mir-4655"	"7"
"AP5Z1"	9907	"ENSG00000242802"	"MI0017284"	"MI0017284"	"hsa-mir-4656"	"7"
"MIR4656"	100616465	"ENSG00000264474"	"MI0017284"	"MI0017284"	"hsa-mir-4656"	"7"
"PURB"	5814	"ENSG00000146676"	"MI0017285"	"MI0017285"	"hsa-mir-4657"	"7"
"MIR4657"	100616393	"ENSG00000284261"	"MI0017285"	"MI0017285"	"hsa-mir-4657"	"7"
"MAP11"	55262	"ENSG00000146826"	"MI0017286"	"MI0017286"	"hsa-mir-4658"	"7"
"MIR4658"	100616439	"ENSG00000284518"	"MI0017286"	"MI0017286"	"hsa-mir-4658"	"7"
"AGPAT5"	55326	"ENSG00000155189"	"MI0017287"	"MI0017287"	"hsa-mir-4659a"	"8"
"MIR4659A"	100616348	"ENSG00000266038"	"MI0017287"	"MI0017287"	"hsa-mir-4659a"	"8"
"AGPAT5"	55326	"ENSG00000155189"	"MI0017291"	"MI0017291"	"hsa-mir-4659b"	"8"
"MIR4659A"	100616348	"ENSG00000266038"	"MI0017291"	"MI0017291"	"hsa-mir-4659b"	"8"
"MIR4659B"	100616372	"ENSG00000283386"	"MI0017291"	"MI0017291"	"hsa-mir-4659b"	"8"
"MIR466"	100423038	"ENSG00000265376"	"MI0014157"	"MI0014157"	"hsa-mir-466"	"3"
"ERI1"	90459	"ENSG00000104626"	"MI0017288"	"MI0017288"	"hsa-mir-4660"	"8"
"MIR4660"	100616350	"ENSG00000263407"	"MI0017288"	"MI0017288"	"hsa-mir-4660"	"8"
"LRRC69"	100130742	"ENSG00000214954"	"MI0017289"	"MI0017289"	"hsa-mir-4661"	"8"
"MIR4661"	100616245	"ENSG00000266194"	"MI0017289"	"MI0017289"	"hsa-mir-4661"	"8"
""	105375743	"ENSG00000255491"	"MI0017290"	"MI0017290"	"hsa-mir-4662a"	"8"
"MIR4662B"	100616255	"ENSG00000263735"	"MI0017290"	"MI0017290"	"hsa-mir-4662a"	"8"
"MIR4662A"	100616221	"ENSG00000283609"	"MI0017290"	"MI0017290"	"hsa-mir-4662a"	"8"
""	105375743	"ENSG00000255491"	"MI0017293"	"MI0017293"	"hsa-mir-4662b"	"8"
"MIR4662B"	100616255	"ENSG00000263735"	"MI0017293"	"MI0017293"	"hsa-mir-4662b"	"8"
"MIR4663"	100616260	"ENSG00000266324"	"MI0017292"	"MI0017292"	"hsa-mir-4663"	"8"
"FAM83H"	286077	"ENSG00000180921"	"MI0017294"	"MI0017294"	"hsa-mir-4664"	"8"
"MIR4664"	100616318	"ENSG00000265660"	"MI0017294"	"MI0017294"	"hsa-mir-4664"	"8"
"KIAA2026"	158358	"ENSG00000183354"	"MI0017295"	"MI0017295"	"hsa-mir-4665"	"9"
"MIR4665"	100616288	"ENSG00000263575"	"MI0017295"	"MI0017295"	"hsa-mir-4665"	"9"
"MIR4666A"	100616308	"ENSG00000266174"	"MI0017296"	"MI0017296"	"hsa-mir-4666a"	"1"
"IL1RAPL1"	11141	"ENSG00000169306"	"MI0019299"	"MI0019299"	"hsa-mir-4666b"	"X"
"MIR4666B"	100847047	"ENSG00000264090"	"MI0019299"	"MI0019299"	"hsa-mir-4666b"	"X"
"TESK1"	7016	"ENSG00000107140"	"MI0017297"	"MI0017297"	"hsa-mir-4667"	"9"
"MIR4667"	100616214	"ENSG00000263892"	"MI0017297"	"MI0017297"	"hsa-mir-4667"	"9"
"UGCG"	7357	"ENSG00000148154"	"MI0017298"	"MI0017298"	"hsa-mir-4668"	"9"
"MIR4668"	100616114	"ENSG00000266315"	"MI0017298"	"MI0017298"	"hsa-mir-4668"	"9"
"RXRA"	6256	"ENSG00000186350"	"MI0017300"	"MI0017300"	"hsa-mir-4669"	"9"
"MIR4669"	100616236	"ENSG00000263897"	"MI0017300"	"MI0017300"	"hsa-mir-4669"	"9"
"CENPP"	401541	"ENSG00000188312"	"MI0017301"	"MI0017301"	"hsa-mir-4670"	"9"
"ECM2"	1842	"ENSG00000106823"	"MI0017301"	"MI0017301"	"hsa-mir-4670"	"9"
"MIR4670"	100616351	"ENSG00000264158"	"MI0017301"	"MI0017301"	"hsa-mir-4670"	"9"
"SLC35F3"	148641	"ENSG00000183780"	"MI0017302"	"MI0017302"	"hsa-mir-4671"	"1"
"MIR4671"	100616380	"ENSG00000264377"	"MI0017302"	"MI0017302"	"hsa-mir-4671"	"1"
"AK1"	203	"ENSG00000106992"	"MI0017303"	"MI0017303"	"hsa-mir-4672"	"9"
""	NA	"ENSG00000257524"	"MI0017303"	"MI0017303"	"hsa-mir-4672"	"9"
"MIR4672"	100616429	"ENSG00000263979"	"MI0017303"	"MI0017303"	"hsa-mir-4672"	"9"
"NOTCH1"	4851	"ENSG00000148400"	"MI0017304"	"MI0017304"	"hsa-mir-4673"	"9"
"MIR4673"	100616242	"ENSG00000263403"	"MI0017304"	"MI0017304"	"hsa-mir-4673"	"9"
"MIR4674"	100616301	"ENSG00000265181"	"MI0017305"	"MI0017305"	"hsa-mir-4674"	"9"
"MIR4675"	100616383	"ENSG00000265372"	"MI0017306"	"MI0017306"	"hsa-mir-4675"	"10"
"MCU"	90550	"ENSG00000156026"	"MI0017307"	"MI0017307"	"hsa-mir-4676"	"10"
"MIR4676"	100616286	"ENSG00000266719"	"MI0017307"	"MI0017307"	"hsa-mir-4676"	"10"
"SDCCAG8"	10806	"ENSG00000054282"	"MI0017308"	"MI0017308"	"hsa-mir-4677"	"1"
"MIR4677"	100616343	"ENSG00000265201"	"MI0017308"	"MI0017308"	"hsa-mir-4677"	"1"
""	NA	"ENSG00000286445"	"MI0017309"	"MI0017309"	"hsa-mir-4678"	"10"
"MIR4678"	100616296	"ENSG00000283672"	"MI0017309"	"MI0017309"	"hsa-mir-4678"	"10"
"MIR4679-2"	100616192	"ENSG00000265375"	"MI0017310"	"MI0017310"	"hsa-mir-4679-1"	"10"
"MIR4679-1"	100616128	"ENSG00000283664"	"MI0017310"	"MI0017310"	"hsa-mir-4679-1"	"10"
"MIR4679-2"	100616192	"ENSG00000265375"	"MI0017311"	"MI0017311"	"hsa-mir-4679-2"	"10"
"PDCD4"	27250	"ENSG00000150593"	"MI0017312"	"MI0017312"	"hsa-mir-4680"	"10"
"MIR4680"	100616113	"ENSG00000284482"	"MI0017312"	"MI0017312"	"hsa-mir-4680"	"10"
"GRK5"	2869	"ENSG00000198873"	"MI0017313"	"MI0017313"	"hsa-mir-4681"	"10"
"MIR4681"	100616398	"ENSG00000265719"	"MI0017313"	"MI0017313"	"hsa-mir-4681"	"10"
"MIR4682"	100616322	"ENSG00000265370"	"MI0017314"	"MI0017314"	"hsa-mir-4682"	"10"
"FZD8"	8325	"ENSG00000177283"	"MI0017315"	"MI0017315"	"hsa-mir-4683"	"10"
""	NA	"ENSG00000287528"	"MI0017315"	"MI0017315"	"hsa-mir-4683"	"10"
"MIR4683"	100616500	"ENSG00000284265"	"MI0017315"	"MI0017315"	"hsa-mir-4683"	"10"
"EPHB2"	2048	"ENSG00000133216"	"MI0017316"	"MI0017316"	"hsa-mir-4684"	"1"
"MIR4684"	100616391	"ENSG00000265422"	"MI0017316"	"MI0017316"	"hsa-mir-4684"	"1"
"HPS1"	3257	"ENSG00000107521"	"MI0017317"	"MI0017317"	"hsa-mir-4685"	"10"
"MIR4685"	100616482	"ENSG00000264610"	"MI0017317"	"MI0017317"	"hsa-mir-4685"	"10"
"MIR4686"	100616126	"ENSG00000265258"	"MI0017318"	"MI0017318"	"hsa-mir-4686"	"11"
"STIM1"	6786	"ENSG00000167323"	"MI0017319"	"MI0017319"	"hsa-mir-4687"	"11"
"MIR4687"	100616453	"ENSG00000284525"	"MI0017319"	"MI0017319"	"hsa-mir-4687"	"11"
"DGKZ"	8525	"ENSG00000149091"	"MI0017321"	"MI0017321"	"hsa-mir-4688"	"11"
"MIR4688"	100616368	"ENSG00000264102"	"MI0017321"	"MI0017321"	"hsa-mir-4688"	"11"
"MIR4689"	100616421	"ENSG00000264101"	"MI0017322"	"MI0017322"	"hsa-mir-4689"	"1"
"PCNX3"	399909	"ENSG00000197136"	"MI0017323"	"MI0017323"	"hsa-mir-4690"	"11"
"MIR4690"	100616292	"ENSG00000266041"	"MI0017323"	"MI0017323"	"hsa-mir-4690"	"11"
"NDUFS8"	4728	"ENSG00000110717"	"MI0017324"	"MI0017324"	"hsa-mir-4691"	"11"
"MIR4691"	100616403	"ENSG00000284435"	"MI0017324"	"MI0017324"	"hsa-mir-4691"	"11"
"ARAP1"	116985	"ENSG00000186635"	"MI0017325"	"MI0017325"	"hsa-mir-4692"	"11"
"STARD10"	10809	"ENSG00000214530"	"MI0017325"	"MI0017325"	"hsa-mir-4692"	"11"
"MIR4692"	100616410	"ENSG00000265064"	"MI0017325"	"MI0017325"	"hsa-mir-4692"	"11"
""	NA	"ENSG00000254987"	"MI0017326"	"MI0017326"	"hsa-mir-4693"	"11"
"MIR4693"	100616457	"ENSG00000264200"	"MI0017326"	"MI0017326"	"hsa-mir-4693"	"11"
"NAV2"	89797	"ENSG00000166833"	"MI0017327"	"MI0017327"	"hsa-mir-4694"	"11"
"MIR4694"	100616426	"ENSG00000264309"	"MI0017327"	"MI0017327"	"hsa-mir-4694"	"11"
"ALDH4A1"	8659	"ENSG00000159423"	"MI0017328"	"MI0017328"	"hsa-mir-4695"	"1"
"MIR4695"	100616120	"ENSG00000265606"	"MI0017328"	"MI0017328"	"hsa-mir-4695"	"1"
"CHRDL2"	25884	"ENSG00000054938"	"MI0017329"	"MI0017329"	"hsa-mir-4696"	"11"
"MIR4696"	100616402	"ENSG00000265902"	"MI0017329"	"MI0017329"	"hsa-mir-4696"	"11"
"IGSF9B"	22997	"ENSG00000080854"	"MI0017330"	"MI0017330"	"hsa-mir-4697"	"11"
"MIR4697"	100616119	"ENSG00000284020"	"MI0017330"	"MI0017330"	"hsa-mir-4697"	"11"
"PCED1B"	91523	"ENSG00000179715"	"MI0017331"	"MI0017331"	"hsa-mir-4698"	"12"
"MIR4698"	100616486	"ENSG00000263838"	"MI0017331"	"MI0017331"	"hsa-mir-4698"	"12"
"ACSS3"	79611	"ENSG00000111058"	"MI0017332"	"MI0017332"	"hsa-mir-4699"	"12"
"MIR4699"	100616133	"ENSG00000265227"	"MI0017332"	"MI0017332"	"hsa-mir-4699"	"12"
"UNC119B"	84747	"ENSG00000175970"	"MI0017333"	"MI0017333"	"hsa-mir-4700"	"12"
""	NA	"ENSG00000256569"	"MI0017333"	"MI0017333"	"hsa-mir-4700"	"12"
"MIR4700"	100616329	"ENSG00000284143"	"MI0017333"	"MI0017333"	"hsa-mir-4700"	"12"
"ADCY6"	112	"ENSG00000174233"	"MI0017334"	"MI0017334"	"hsa-mir-4701"	"12"
"MIR4701"	100616262	"ENSG00000264201"	"MI0017334"	"MI0017334"	"hsa-mir-4701"	"12"
"INTS6-AS1"	NA	"ENSG00000236778"	"MI0017336"	"MI0017336"	"hsa-mir-4703"	"13"
"MIR4703"	100616423	"ENSG00000266611"	"MI0017336"	"MI0017336"	"hsa-mir-4703"	"13"
"MIR4704"	100616205	"ENSG00000263561"	"MI0017337"	"MI0017337"	"hsa-mir-4704"	"13"
"FGF14"	2259	"ENSG00000102466"	"MI0017338"	"MI0017338"	"hsa-mir-4705"	"13"
"MIR4705"	100616239	"ENSG00000264482"	"MI0017338"	"MI0017338"	"hsa-mir-4705"	"13"
"CHURC1-FNTB"	100529261	"ENSG00000125954"	"MI0017339"	"MI0017339"	"hsa-mir-4706"	"14"
"FNTB"	2342	"ENSG00000257365"	"MI0017339"	"MI0017339"	"hsa-mir-4706"	"14"
"FNTB"	100529261	"ENSG00000257365"	"MI0017339"	"MI0017339"	"hsa-mir-4706"	"14"
"MAX"	4149	"ENSG00000125952"	"MI0017339"	"MI0017339"	"hsa-mir-4706"	"14"
"MIR4706"	100616490	"ENSG00000266531"	"MI0017339"	"MI0017339"	"hsa-mir-4706"	"14"
"HAUS4"	54930	"ENSG00000092036"	"MI0017340"	"MI0017340"	"hsa-mir-4707"	"14"
""	NA	"ENSG00000259132"	"MI0017340"	"MI0017340"	"hsa-mir-4707"	"14"
"MIR4707"	100616424	"ENSG00000284118"	"MI0017340"	"MI0017340"	"hsa-mir-4707"	"14"
"MIR4708"	100616176	"ENSG00000266740"	"MI0017341"	"MI0017341"	"hsa-mir-4708"	"14"
"NPC2"	10577	"ENSG00000119655"	"MI0017342"	"MI0017342"	"hsa-mir-4709"	"14"
"MIR4709"	100616211	"ENSG00000283944"	"MI0017342"	"MI0017342"	"hsa-mir-4709"	"14"
"MIR4710"	100616300	"ENSG00000265291"	"MI0017344"	"MI0017344"	"hsa-mir-4710"	"14"
"FGGY"	55277	"ENSG00000172456"	"MI0017345"	"MI0017345"	"hsa-mir-4711"	"1"
"MIR4711"	100616409	"ENSG00000266150"	"MI0017345"	"MI0017345"	"hsa-mir-4711"	"1"
"GABPB1-AS1"	NA	"ENSG00000244879"	"MI0017346"	"MI0017346"	"hsa-mir-4712"	"15"
"MIR4712"	100616396	"ENSG00000284284"	"MI0017346"	"MI0017346"	"hsa-mir-4712"	"15"
"MIR4713HG"	109729174	"ENSG00000259240"	"MI0017347"	"MI0017347"	"hsa-mir-4713"	"15"
"CYP19A1"	1588	"ENSG00000137869"	"MI0017347"	"MI0017347"	"hsa-mir-4713"	"15"
"MIR4713"	100616369	"ENSG00000266593"	"MI0017347"	"MI0017347"	"hsa-mir-4713"	"15"
"IGF1R"	3480	"ENSG00000140443"	"MI0017348"	"MI0017348"	"hsa-mir-4714"	"15"
"MIR4714"	100616432	"ENSG00000264480"	"MI0017348"	"MI0017348"	"hsa-mir-4714"	"15"
"ATP10A"	57194	"ENSG00000206190"	"MI0017349"	"MI0017349"	"hsa-mir-4715"	"15"
"MIR4715"	100616474	"ENSG00000266517"	"MI0017349"	"MI0017349"	"hsa-mir-4715"	"15"
"GALK2"	2585	"ENSG00000156958"	"MI0017350"	"MI0017350"	"hsa-mir-4716"	"15"
"MIR4716"	100616332	"ENSG00000264210"	"MI0017350"	"MI0017350"	"hsa-mir-4716"	"15"
"MIR4717"	100616241	"ENSG00000264004"	"MI0017352"	"MI0017352"	"hsa-mir-4717"	"16"
"CPPED1"	55313	"ENSG00000103381"	"MI0017353"	"MI0017353"	"hsa-mir-4718"	"16"
"MIR4718"	100616195	"ENSG00000264733"	"MI0017353"	"MI0017353"	"hsa-mir-4718"	"16"
""	NA	"ENSG00000259995"	"MI0017354"	"MI0017354"	"hsa-mir-4719"	"16"
"MIR4719"	100616172	"ENSG00000266426"	"MI0017354"	"MI0017354"	"hsa-mir-4719"	"16"
"GAN"	8139	"ENSG00000261609"	"MI0017355"	"MI0017355"	"hsa-mir-4720"	"16"
"MIR4720"	100616150	"ENSG00000284473"	"MI0017355"	"MI0017355"	"hsa-mir-4720"	"16"
""	NA	"ENSG00000288630"	"MI0017356"	"MI0017356"	"hsa-mir-4721"	"16"
"TUFM"	7284	"ENSG00000178952"	"MI0017356"	"MI0017356"	"hsa-mir-4721"	"16"
"MIR4721"	100616256	"ENSG00000283845"	"MI0017356"	"MI0017356"	"hsa-mir-4721"	"16"
"PIEZO1"	9780	"ENSG00000103335"	"MI0017357"	"MI0017357"	"hsa-mir-4722"	"16"
"MIR4722"	100616167	"ENSG00000284585"	"MI0017357"	"MI0017357"	"hsa-mir-4722"	"16"
"TMEM199"	147007	"ENSG00000244045"	"MI0017359"	"MI0017359"	"hsa-mir-4723"	"17"
""	NA	"ENSG00000258924"	"MI0017359"	"MI0017359"	"hsa-mir-4723"	"17"
"MIR4723"	100616388	"ENSG00000284532"	"MI0017359"	"MI0017359"	"hsa-mir-4723"	"17"
"RAB11FIP4"	84440	"ENSG00000131242"	"MI0017361"	"MI0017361"	"hsa-mir-4724"	"17"
"MIR4724"	100616248	"ENSG00000284424"	"MI0017361"	"MI0017361"	"hsa-mir-4724"	"17"
""	NA	"ENSG00000228768"	"MI0017362"	"MI0017362"	"hsa-mir-4725"	"17"
"MIR4725"	100616449	"ENSG00000265976"	"MI0017362"	"MI0017362"	"hsa-mir-4725"	"17"
"MLLT6"	4302	"ENSG00000275023"	"MI0017363"	"MI0017363"	"hsa-mir-4726"	"17"
""	NA	"ENSG00000275665"	"MI0017363"	"MI0017363"	"hsa-mir-4726"	"17"
"MIR4726"	100616153	"ENSG00000273627"	"MI0017363"	"MI0017363"	"hsa-mir-4726"	"17"
"MIR4727"	100616416	"ENSG00000274054"	"MI0017364"	"MI0017364"	"hsa-mir-4727"	"17"
"ERBB2"	2064	"ENSG00000141736"	"MI0017365"	"MI0017365"	"hsa-mir-4728"	"17"
"MIR4728"	100616132	"ENSG00000265178"	"MI0017365"	"MI0017365"	"hsa-mir-4728"	"17"
"YPEL2"	388403	"ENSG00000175155"	"MI0017366"	"MI0017366"	"hsa-mir-4729"	"17"
"MIR4729"	100616204	"ENSG00000263857"	"MI0017366"	"MI0017366"	"hsa-mir-4729"	"17"
"ENDOV"	284131	"ENSG00000173818"	"MI0017367"	"MI0017367"	"hsa-mir-4730"	"17"
"MIR4730"	100616359	"ENSG00000264961"	"MI0017367"	"MI0017367"	"hsa-mir-4730"	"17"
"PMP22"	5376	"ENSG00000109099"	"MI0017368"	"MI0017368"	"hsa-mir-4731"	"17"
"MIR4731"	100616125	"ENSG00000265110"	"MI0017368"	"MI0017368"	"hsa-mir-4731"	"17"
""	NA	"ENSG00000264066"	"MI0017369"	"MI0017369"	"hsa-mir-4732"	"17"
"MIR4732"	100616385	"ENSG00000284085"	"MI0017369"	"MI0017369"	"hsa-mir-4732"	"17"
""	NA	"ENSG00000264107"	"MI0017370"	"MI0017370"	"hsa-mir-4733"	"17"
"MIR4733"	100616266	"ENSG00000265444"	"MI0017370"	"MI0017370"	"hsa-mir-4733"	"17"
"MIR4734"	100616203	"ENSG00000275238"	"MI0017371"	"MI0017371"	"hsa-mir-4734"	"17"
"KCNT2"	343450	"ENSG00000162687"	"MI0017372"	"MI0017372"	"hsa-mir-4735"	"1"
"MIR4735"	100616363	"ENSG00000265986"	"MI0017372"	"MI0017372"	"hsa-mir-4735"	"1"
"TSPOAP1-AS1"	100506779	"ENSG00000265148"	"MI0017373"	"MI0017373"	"hsa-mir-4736"	"17"
"MIR4736"	100616220	"ENSG00000264399"	"MI0017373"	"MI0017373"	"hsa-mir-4736"	"17"
"HEATR6"	63897	"ENSG00000068097"	"MI0017374"	"MI0017374"	"hsa-mir-4737"	"17"
"MIR4737"	100616210	"ENSG00000264049"	"MI0017374"	"MI0017374"	"hsa-mir-4737"	"17"
"H3-3B"	3021	"ENSG00000132475"	"MI0017376"	"MI0017376"	"hsa-mir-4738"	"17"
"MIR4738"	100616282	"ENSG00000283853"	"MI0017376"	"MI0017376"	"hsa-mir-4738"	"17"
"MIR4739"	100616170	"ENSG00000266665"	"MI0017377"	"MI0017377"	"hsa-mir-4739"	"17"
"BAHCC1"	57597	"ENSG00000266074"	"MI0017378"	"MI0017378"	"hsa-mir-4740"	"17"
"MIR4740"	100616294	"ENSG00000266392"	"MI0017378"	"MI0017378"	"hsa-mir-4740"	"17"
""	NA	"ENSG00000265943"	"MI0017379"	"MI0017379"	"hsa-mir-4741"	"18"
"RBBP8"	5932	"ENSG00000101773"	"MI0017379"	"MI0017379"	"hsa-mir-4741"	"18"
"MIR4741"	100616139	"ENSG00000284331"	"MI0017379"	"MI0017379"	"hsa-mir-4741"	"18"
"WDR26"	80232	"ENSG00000162923"	"MI0017380"	"MI0017380"	"hsa-mir-4742"	"1"
"MIR4742"	100616468	"ENSG00000266618"	"MI0017380"	"MI0017380"	"hsa-mir-4742"	"1"
"CTIF"	9811	"ENSG00000134030"	"MI0017381"	"MI0017381"	"hsa-mir-4743"	"18"
"MIR4743"	100616366	"ENSG00000266276"	"MI0017381"	"MI0017381"	"hsa-mir-4743"	"18"
"DYM"	54808	"ENSG00000141627"	"MI0017382"	"MI0017382"	"hsa-mir-4744"	"18"
"MIR4744"	100616420	"ENSG00000263849"	"MI0017382"	"MI0017382"	"hsa-mir-4744"	"18"
"PTBP1"	5725	"ENSG00000011304"	"MI0017384"	"MI0017384"	"hsa-mir-4745"	"19"
"MIR4745"	100616459	"ENSG00000284361"	"MI0017384"	"MI0017384"	"hsa-mir-4745"	"19"
"UBXN6"	80700	"ENSG00000167671"	"MI0017385"	"MI0017385"	"hsa-mir-4746"	"19"
"MIR4746"	100616371	"ENSG00000266437"	"MI0017385"	"MI0017385"	"hsa-mir-4746"	"19"
"UHRF1"	29128	"ENSG00000276043"	"MI0017386"	"MI0017386"	"hsa-mir-4747"	"19"
"MIR4747"	100616337	"ENSG00000263409"	"MI0017386"	"MI0017386"	"hsa-mir-4747"	"19"
"DNM2"	1785	"ENSG00000079805"	"MI0017387"	"MI0017387"	"hsa-mir-4748"	"19"
"MIR4748"	100616425	"ENSG00000265879"	"MI0017387"	"MI0017387"	"hsa-mir-4748"	"19"
"PTOV1"	53635	"ENSG00000104960"	"MI0017388"	"MI0017388"	"hsa-mir-4749"	"19"
""	NA	"ENSG00000268047"	"MI0017388"	"MI0017388"	"hsa-mir-4749"	"19"
"MIR4749"	100616313	"ENSG00000265954"	"MI0017388"	"MI0017388"	"hsa-mir-4749"	"19"
"TBC1D17"	79735	"ENSG00000104946"	"MI0017389"	"MI0017389"	"hsa-mir-4750"	"19"
"MIR4750"	100616314	"ENSG00000284394"	"MI0017389"	"MI0017389"	"hsa-mir-4750"	"19"
""	NA	"ENSG00000269179"	"MI0017390"	"MI0017390"	"hsa-mir-4751"	"19"
"ATF5"	22809	"ENSG00000169136"	"MI0017390"	"MI0017390"	"hsa-mir-4751"	"19"
"MIR4751"	100616483	"ENSG00000283842"	"MI0017390"	"MI0017390"	"hsa-mir-4751"	"19"
"MIR4752"	100616171	"ENSG00000264703"	"MI0017391"	"MI0017391"	"hsa-mir-4752"	"19"
"ARID4B"	51742	"ENSG00000054267"	"MI0017392"	"MI0017392"	"hsa-mir-4753"	"1"
"MIR4753"	100616224	"ENSG00000263439"	"MI0017392"	"MI0017392"	"hsa-mir-4753"	"1"
"RPS5"	6193	"ENSG00000083845"	"MI0017394"	"MI0017394"	"hsa-mir-4754"	"19"
"MIR4754"	100616168	"ENSG00000266640"	"MI0017394"	"MI0017394"	"hsa-mir-4754"	"19"
"RALY"	22913	"ENSG00000125970"	"MI0017395"	"MI0017395"	"hsa-mir-4755"	"20"
"MIR4755"	100616434	"ENSG00000264616"	"MI0017395"	"MI0017395"	"hsa-mir-4755"	"20"
"BCAS1"	8537	"ENSG00000064787"	"MI0017397"	"MI0017397"	"hsa-mir-4756"	"20"
"MIR4756"	100616225	"ENSG00000265595"	"MI0017397"	"MI0017397"	"hsa-mir-4756"	"20"
"MIR4757"	100616307	"ENSG00000266738"	"MI0017398"	"MI0017398"	"hsa-mir-4757"	"2"
"LAMA5"	3911	"ENSG00000130702"	"MI0017399"	"MI0017399"	"hsa-mir-4758"	"20"
"MIR4758"	100616340	"ENSG00000284074"	"MI0017399"	"MI0017399"	"hsa-mir-4758"	"20"
"ADAMTS5"	11096	"ENSG00000154736"	"MI0017400"	"MI0017400"	"hsa-mir-4759"	"21"
"MIR4759"	100616243	"ENSG00000266133"	"MI0017400"	"MI0017400"	"hsa-mir-4759"	"21"
"DSCAM"	1826	"ENSG00000171587"	"MI0017401"	"MI0017401"	"hsa-mir-4760"	"21"
"MIR4760"	100616148	"ENSG00000263973"	"MI0017401"	"MI0017401"	"hsa-mir-4760"	"21"
"COMT"	1312	"ENSG00000093010"	"MI0017402"	"MI0017402"	"hsa-mir-4761"	"22"
"MIR4761"	100616414	"ENSG00000284031"	"MI0017402"	"MI0017402"	"hsa-mir-4761"	"22"
"ATXN10"	25814	"ENSG00000130638"	"MI0017403"	"MI0017403"	"hsa-mir-4762"	"22"
"MIR4762"	100616253	"ENSG00000264160"	"MI0017403"	"MI0017403"	"hsa-mir-4762"	"22"
"MIRLET7BHG"	400931	"ENSG00000197182"	"MI0017404"	"MI0017404"	"hsa-mir-4763"	"22"
"MIR4763"	100616143	"ENSG00000284175"	"MI0017404"	"MI0017404"	"hsa-mir-4763"	"22"
"LARGE1"	9215	"ENSG00000133424"	"MI0017405"	"MI0017405"	"hsa-mir-4764"	"22"
"MIR4764"	100616295	"ENSG00000266012"	"MI0017405"	"MI0017405"	"hsa-mir-4764"	"22"
"TTC27"	55622	"ENSG00000018699"	"MI0017406"	"MI0017406"	"hsa-mir-4765"	"2"
"MIR4765"	100616219	"ENSG00000265057"	"MI0017406"	"MI0017406"	"hsa-mir-4765"	"2"
"SLC25A17"	10478	"ENSG00000100372"	"MI0017407"	"MI0017407"	"hsa-mir-4766"	"22"
"MIR4766"	100616283	"ENSG00000266594"	"MI0017407"	"MI0017407"	"hsa-mir-4766"	"22"
"PUDP"	8226	"ENSG00000130021"	"MI0017408"	"MI0017408"	"hsa-mir-4767"	"X"
"STS"	412	"ENSG00000101846"	"MI0017408"	"MI0017408"	"hsa-mir-4767"	"X"
"MIR4767"	100616467	"ENSG00000264268"	"MI0017408"	"MI0017408"	"hsa-mir-4767"	"X"
"NHS"	4810	"ENSG00000188158"	"MI0017409"	"MI0017409"	"hsa-mir-4768"	"X"
"MIR4768"	100616249	"ENSG00000265465"	"MI0017409"	"MI0017409"	"hsa-mir-4768"	"X"
"SYN1"	6853	"ENSG00000008056"	"MI0017410"	"MI0017410"	"hsa-mir-4769"	"X"
""	NA	"ENSG00000283743"	"MI0017410"	"MI0017410"	"hsa-mir-4769"	"X"
"MIR4769"	100616147	"ENSG00000263858"	"MI0017410"	"MI0017410"	"hsa-mir-4769"	"X"
"MIR4770"	100616373	"ENSG00000265284"	"MI0017411"	"MI0017411"	"hsa-mir-4770"	"X"
""	NA	"ENSG00000204745"	"MI0017412"	"MI0017412"	"hsa-mir-4771-1"	"2"
