"C3N.01799"	"C3L.01890"	"C3N.00572"	"C3N.02423"	"C3N.02729"	"C3L.00263"	"C3N.01410"	"C3N.00578"	"C3N.02587"	"C3L.00893"	"C3N.01488"	"C3N.01413"	"C3N.01030"	"C3N.02588"	"C3N.00552"	"C3L.01889"	"C3N.00169"	"C3L.00422"	"C3L.00083"	"C3N.00551"	"C3N.01842"	"C3N.02089"	"C3L.01682"	"C3N.01016"	"C3N.00580"	"C3N.02000"	"C3N.01489"	"C3N.00737"	"C3N.01405"	"C3N.01416"	"C3N.02149"	"C3N.02424"	"C3L.00279"	"C3N.02379"	"C3L.00095"	"C3N.00559"	"C3N.02572"	"C3N.00545"	"C3L.02345"	"C3L.00510"	"C3L.00093"	"C3L.00913"	"C3L.00412"	"C3N.01415"	"C3N.00549"	"C3N.02433"	"C3N.01021"	"C3L.01330"	"C3N.00203"	"C3N.00574"	"C3N.01071"	"C3N.00550"	"C3N.00167"	"C3L.00001"	"C3N.01074"	"C3L.01632"	"C3N.02155"	"C3N.00217"	"C3N.02002"	"C3N.02145"	"C3L.02219"	"C3N.02586"	"C3N.00180"	"C3L.01862"	"C3N.00704"	"C3N.02158"	"C3N.02421"	"C3N.00556"	"C3N.00294"	"C3N.01072"	"C3L.00094"	"C3L.00144"	"C3N.00223"	"C3N.02380"	"C3L.01924"	"C3N.00433"	"C3L.01683"	"C3N.00293"	"C3L.00009"	"C3N.00546"	"C3N.01414"	"C3N.02087"	"C3L.00140"	"C3N.02529"	"C3L.00368"	"C3N.02067"	"C3N.02422"	"C3L.00080"	"C3N.00547"	"C3N.01023"	"C3N.01024"	"C3L.00973"	"C3L.02348"	"C3L.02508"	"C3N.00560"	"C3L.00604"	"C3N.00199"	"C3N.00579"	"C3N.02582"	"C3L.02350"	"C3N.00738"	"C3N.00959"	"C3N.02003"	"C3N.00175"	"C3N.01823"	"C3L.02549"	"C3L.02365"
"hsa-mir-106a"	47.099703	53.925428	46.988218	29.988724	41.737785	22.903795	132.007998	23.039252	14.268899	29.980519	39.372412	83.981801	29.08732	45.754325	18.822998	8.724078	39.415419	12.49335	33.931545	21.360123	156.70554	73.462575	33.108517	30.142172	97.146319	28.976506	30.795978	158.274409	97.690347	39.653288	72.02465	37.397883	10.294569	33.283437	16.757965	58.903228	58.529582	43.596879	28.143442	28.058677	26.136664	24.494554	30.041788	22.551023	114.950112	30.570668	30.943582	25.784094	79.232082	181.236313	103.52298	129.020745	7.269473	49.776239	108.567557	19.840206	312.964466	101.313164	34.367449	22.718016	22.769757	40.43072	31.989907	48.902326	52.155564	70.401907	26.034496	27.765333	55.303228	27.212609	50.824352	42.162207	23.207405	31.822543	31.634035	12.686149	23.40965	30.486765	32.33398	8.918593	62.36833	23.485455	46.265915	25.463779	6.588138	30.830703	37.413046	27.932822	105.410677	31.579393	51.926801	10.987446	43.121665	22.474852	198.698592	43.03627	73.398991	130.314256	59.290265	24.918661	26.731911	17.310514	45.387694	23.011132	34.773807	19.146655	40.452071
"hsa-mir-106b"	1084.728599	882.291356	1324.223249	1060.342033	1227.090867	1047.030622	1924.74247	497.322036	682.07435	1255.157555	804.405656	1647.658982	1279.595578	1164.238664	871.865245	594.620393	1725.470508	918.665685	700.210182	1177.562913	2451.801461	3068.844817	1022.433879	1803.006863	1547.710647	984.07745	992.151914	2504.300891	2319.771295	1205.485793	2506.017976	1532.784008	1019.162289	2006.723983	818.468735	1731.754903	1228.260492	1342.489536	950.874888	1872.955427	1019.912559	1852.374464	900.252251	1269.622585	2719.751153	889.989537	1065.276595	996.253516	1384.741609	1242.84708	1531.401912	1382.319279	1586.653248	584.919233	3378.883655	639.176363	2533.434899	1073.253204	1128.076435	736.450843	691.045777	913.93488	2024.256665	1325.742062	725.463841	1984.729092	799.351628	938.768435	2077.470659	551.116618	1711.202569	1332.746112	917.134864	1148.887381	1187.425635	1047.066898	755.681499	813.567381	1007.097371	1847.82915	1779.399413	1326.287697	1062.254777	1535.234405	1127.098618	1772.254445	1513.981255	1720.609646	1221.549239	1613.864869	1677.105381	1013.76574	1062.109508	753.045429	3121.886488	1528.94987	1462.864906	1911.698511	1043.428669	1212.581859	766.355833	1099.523136	1264.392934	688.86962	1174.234615	1211.567044	2107.419085
"hsa-mir-107"	697.703607	495.619965	1041.211265	526.561262	545.832016	593.67245	1023.735497	526.179281	559.319852	924.466397	491.083123	964.949211	630.430686	678.672167	511.224614	400.562852	670.282316	896.195631	663.748653	747.432048	758.040183	1641.284107	832.595835	1080.699431	1476.985715	733.643385	498.764495	1148.569838	1359.010861	760.516485	848.488864	599.600972	823.985672	464.996332	904.93012	854.909264	536.999351	1095.256604	439.091055	1555.706356	649.504423	518.782089	1027.596053	371.941536	1734.801902	436.824347	539.469239	1027.852747	641.135925	706.371952	1295.531217	799.318822	1127.404321	534.174584	755.017533	502.529179	1902.691129	864.720727	832.709254	623.879508	503.658305	441.80592	1718.79347	570.201123	601.393777	1095.419116	557.117625	535.045479	813.186515	350.822011	742.17479	757.436004	447.201929	638.977935	937.418247	791.321498	537.25146	654.089684	511.101604	308.01461	1100.07118	669.406636	990.728736	568.073768	1298.126676	718.389459	758.237729	1198.587835	725.294861	442.58519	620.515963	534.351485	885.138958	570.764726	1187.473469	906.086252	1312.742231	1001.823871	714.782633	559.580283	787.790637	971.42533	492.050691	392.653591	648.590104	943.180885	799.159997
"hsa-mir-10a"	10351.707391	12135.553982	7184.541786	8967.924191	9018.700492	13434.559483	7247.767937	5695.815083	5057.485302	11260.199916	6354.258925	10164.911478	6800.640069	53089.283094	5629.077607	4082.974919	10623.446229	5058.818063	10206.995822	4125.604414	28386.751223	3991.311578	17430.681424	11157.180063	4845.461504	17892.390248	5798.116883	16289.70483	2722.515145	10413.315135	14912.263942	8876.881581	19726.704416	10104.559794	14317.374003	17936.642266	8595.910714	9843.145053	15284.823642	4248.02165	11877.199298	8719.85181	11587.28458	15808.567675	9532.986037	9398.251983	15748.881973	7734.569975	7025.477874	25029.771046	16628.53248	15645.851534	14643.988941	11754.358714	6356.833179	12123.259513	12986.614086	9648.678053	12144.772527	14667.484651	6819.160848	9256.165801	42719.922818	13300.576925	6558.662523	6425.577712	10122.685245	11439.192294	6084.173149	12802.674387	34008.918165	12318.288308	10004.229056	13154.690315	5469.185276	11882.692471	9583.010213	7856.450262	17375.082536	11867.157939	14303.313908	10753.918691	4465.059662	8130.468998	14186.368932	12205.381542	7521.200033	3652.934421	15320.841758	8571.910383	8282.790007	14428.046415	7583.593542	15489.240647	42244.614682	26337.254702	8408.020643	10072.56274	14509.717504	12376.047425	11675.808693	9720.566551	5908.966715	9447.847884	9723.902486	11350.803186	16741.187341
"hsa-mir-10b"	1108.951303	2500.740274	902.736771	1406.137933	3093.211767	684.298429	1445.602328	819.755204	331.542062	4352.607923	832.473118	1141.748573	1094.102287	298.982603	688.240893	883.259707	585.726334	1147.950115	2651.720515	488.871204	4988.601959	1414.851994	4404.266425	603.948119	620.651459	2039.913892	911.658722	4527.026233	555.187391	3470.502281	2354.546288	911.838018	1782.641109	1068.592668	779.245382	484.936058	2470.388287	1100.407291	1739.558183	265.549797	1904.56372	2443.174729	933.131319	1184.680399	277.927327	1572.004712	4517.295886	268.703179	1422.95779	1847.359141	778.97088	1183.653007	1843.719971	1737.132648	502.06864	681.001662	3147.741808	2116.067026	1260.110561	1447.738681	2407.384287	605.071957	33121.911227	1763.540137	579.127363	3913.395807	439.293525	634.35032	2297.210999	1184.2388	9100.80813	649.495809	1394.349888	2218.873576	1956.931739	1003.308878	897.579991	1786.502398	1092.738724	2766.573526	442.417046	873.089583	1584.208752	761.019769	888.212741	1348.800694	825.581212	742.525773	4559.553996	2739.196532	1620.153406	1895.82121	2622.312409	2692.707896	397.936392	3881.808707	1552.37587	2296.828396	1484.456252	2828.599688	6781.65166	1499.294189	437.946156	2767.193238	1256.806126	585.055186	581.45992
"hsa-mir-1-1"	327.90365	443.066686	232.234394	79.13691	389.487185	237.788568	145.278644	54.456414	71.554331	448.902934	89.562491	267.092421	54.970105	68.071022	30.437188	277.893803	150.395145	129.517391	504.657328	39.964101	103.169562	15.653418	1134.38354	119.779624	39.682312	236.387283	47.090147	153.007599	120.823155	252.386075	90.992974	26.989982	232.468166	87.946015	257.926943	220.582433	125.283909	540.270179	75.360403	104.948752	227.239148	134.615369	269.708498	122.677564	28.186397	126.348335	356.376649	263.985238	20.997901	169.896824	47.631117	26.638612	383.737281	54.230922	181.997066	602.892023	46.986177	193.388506	216.023963	305.012287	224.211289	145.905518	54.163417	222.994607	107.821599	92.861411	190.679527	82.170379	13.580378	55.77359	84.01103	95.08134	445.024108	1068.207876	143.064648	250.873184	141.988529	442.333239	140.696509	99.267822	229.21467	125.825105	68.867081	108.221062	305.162544	438.783935	260.436369	55.865645	117.412166	64.264064	114.462303	432.961003	199.294598	488.379915	109.729073	52.900057	287.07445	94.063007	91.684945	821.178854	801.218187	792.92338	45.537984	179.068447	128.806348	739.893355	114.459804
"hsa-mir-1178"	0	0	0	0	0	0.076092	0.199559	0	0	0	0.097456	0	0	0.305708	0	0	0	0	0	0	0.2439	0	0.357286	0	0.502308	0	0	0	0	0	0	0	0	0	0.485738	0	0.191273	0	0	0	0	0	0.834494	0	0	0	0	0.438878	0	0	0	0	0	0	0	0	0	0	0.263016	0	0	0	0	0	0	0.259148	0.617419	0	0	0	0	0	0.068057	0.093596	0.10946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667813	0	0	0	0	0	0	0	0.123189	0	0	0.104596	0.130239	0	0
"hsa-mir-1179"	1.076565	0	0.541339	0.740462	0.098207	1.597939	0.099779	0.581799	0.314755	0.402423	0.487282	1.683002	0.493005	0.407611	0	1.489477	0.440396	0.359521	1.637048	0.861295	0.609749	0	1.786431	0	0.401846	0.240802	0.162942	1.350464	0.332846	0	0	0	0.420186	1.700614	1.214345	0.304672	0.28691	0.183953	0.400144	0	0.998853	0.628065	1.001393	0.45102	0.78733	0.312743	1.167682	0.438878	1.259874	0.586525	0	0.160474	0.817816	0	0.675732	1.340554	0.332058	0.15144	0.43836	0.305624	0.435785	0.231474	0.115487	0	1.805385	1.122975	0	0	0.818095	0	1.276411	1.236428	1.08891	1.216744	0.218921	1.011215	1.26052	0.770424	0.499366	0	0.884657	1.138689	0.66474	0.347233	0.395288	0.255503	0.484984	0.261054	0.289193	1.263176	0.558353	0.973571	0.190804	0.689413	0	1.13088	0.639364	0.211378	0.599901	0.757982	0.86232	0.101827	0	0	1.562868	0.499478	0.102931
"hsa-mir-1180"	47.996841	26.619677	111.407548	20.270156	36.631044	33.328446	80.322327	54.689134	83.410107	58.552557	20.173488	47.881408	51.76557	113.213931	30.437188	55.961769	40.516408	72.982735	59.826672	55.984194	57.804222	349.64466	48.233631	55.707783	78.058625	28.013298	21.997127	104.390886	40.607231	44.044858	79.309586	49.746241	34.875477	99.121475	61.081569	65.301337	69.049605	51.322908	29.343874	188.737232	40.203849	31.612629	105.313157	27.662588	268.636838	21.813852	49.860036	139.892427	13.018699	135.682849	180.506113	55.36338	120.491507	49.388876	40.093413	81.595081	366.259741	80.868804	52.25255	95.660166	37.804333	37.344405	69.754166	71.397396	36.609194	80.422301	26.651914	20.636396	23.2339	39.347961	76.468603	29.67428	33.960396	81.334675	38.639496	37.506874	20.978648	18.380107	90.884701	27.53131	45.205981	47.397918	140.52607	23.264635	80.902332	46.842229	35.126693	108.163546	44.969438	24.789823	32.198339	24.895605	75.462914	25.577209	136.285126	59.245551	70.457916	55.697983	35.194221	46.14216	41.391345	53.458941	45.537984	50.624491	57.174911	60.436833	96.138001
"hsa-mir-1181"	0.089714	0	0.324803	0	0.29462	0	0	0	0.104918	0.503029	0.194913	0.504901	0.369754	0	0	0	0	0.988682	0	0.344518	0	0	0	0	0	0	0	0.270093	0.998538	0.129164	0	0	0.31514	0.364417	0.242869	0	0.191273	0	0	0.07751	0	0.209355	0	0.601361	0	0	0.583841	0	0.279972	0	0.527282	0	0.726947	0.193682	0	0	0	0	0	0.101875	0	0	0.115487	0	1.404188	0.086383	0.308709	0.125069	0.490857	0	0	0	0.204171	0	0	0	0.180074	0	0	0	0.088466	1.281025	0.265896	0.115744	0.131763	0	0	0.261054	0	0	0	0	0.47701	0	0.674012	0	0	0.211378	0	0	0.123189	0.712786	0.300581	0.209192	0.390717	0.166493	0.411726
"hsa-mir-1182"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41871	0	0	0	0	0.116768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1183"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1184-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1184-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1184-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1185-1"	0.179427	0	12.342527	1.110693	0.687446	1.217477	0.498896	17.803058	3.986898	0.100606	0.974565	0.1683	1.972022	2.343763	2.803425	27.236146	1.321187	16.62784	0.297645	0.861295	0.853649	0.154984	0.833668	3.314061	0.401846	16.53507	0.97765	15.935478	0.166423	1.808293	0.412355	0	0.94542	0.242945	0.971476	0.609344	0.382546	0.735812	0.400144	0	0.249713	0.628065	0.834494	0.601361	2.834386	1.87646	0.583841	0	0.139986	7.820337	1.054563	1.444262	0	1.162091	9.235	0	102.273799	2.725915	0	0.814996	0.217892	0.848736	1.039383	0	0.300897	4.664666	0.308709	1.500829	1.308952	2.451586	1.392448	1.360071	1.429195	2.152701	0.437841	1.378929	0.270111	0.550303	0.249683	1.29255	0.265397	2.277377	0.531792	0.578722	0.527051	0.170335	2.009219	0.087018	1.012174	0.157897	0.372235	0.139082	0.572411	1.034119	0.943616	5.968534	1.022982	0.84551	0.699885	0.189496	1.108697	0	2.104065	0.104596	0.651195	0.499478	0
"hsa-mir-1185-2"	0.538282	0.137215	6.387799	0.370231	0.589239	0.228277	0.598676	6.748872	2.622959	0.201212	1.266934	0.589051	0.616257	0.713319	2.002447	12.44777	1.100989	7.100537	1.934693	0.861295	0.12195	0	0	2.209374	0.301385	8.508337	0.162942	10.93876	0.332846	0.258328	0.549806	1.058431	0.525233	0	0.728607	0.507786	0.191273	0.919765	0.400144	0	0.416189	0	0	1.052381	1.889591	1.329159	0.116768	0.10972	0.139986	1.368559	0.878803	0	0.181737	1.743137	1.576707	0	69.234049	2.877354	0	0.611247	0.435785	0.154316	0.923896	1.100302	0	3.19616	0.514516	1.250691	0.490857	0	0.580187	0.123643	0.408341	1.029553	0.656762	0.367714	0.270111	0.440242	1.248416	0.129255	0.442329	0.71168	0	0	0	0.340671	2.42492	0.522109	0.578385	1.105279	1.488941	0	0	0.965178	0.404407	2.8272	0.255746	0.211378	0.499918	0.378991	0.492754	0.30548	0	0.209192	0.911673	0.499478	0.308794
"hsa-mir-1193"	0	0	0	0	0	0	0	0.11636	0	0	0	0	0	0	0	0.106391	0	0	0	0	0	0	0	0	0	0.080267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1197"	0	0	7.037406	0.370231	0.392826	0.228277	0.698455	6.632512	1.783612	0	0.389826	0.504901	0	0.815222	1.401713	9.78799	0.110099	5.482693	0	0	0.12195	0.154984	0.357286	3.471873	0.100462	8.668872	0.162942	0.675232	0.332846	0.516655	0	0.70562	0	0.121472	0.485738	0.609344	0	0	0	0	0.083238	0.837421	0	1.052381	3.149318	0.469115	0.233536	0.438878	0.279972	9.188896	0	0.481421	0	0.581046	1.351463	0	14.9426	0	0	0.101875	0.217892	0	0.115487	1.711581	0	6.219555	0.308709	0.750414	0.163619	0	1.276411	0	0.068057	1.216744	0.10946	1.011215	0.180074	0	0	0	0.353863	0.569344	0.132948	0.347233	0	0	1.039251	0	0	0.631588	0	0.139082	0.286206	0.275765	0	6.03136	0.511491	0.422755	0.299951	0.094748	0.246377	0	0.300581	0	0.911673	0	0
"hsa-mir-1199"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1-2"	346.743531	472.979518	235.807231	76.545292	440.358179	246.463095	146.176657	64.696081	77.324842	476.167097	96.18953	298.143809	53.121334	73.369964	36.044039	282.04306	163.717116	131.225115	544.839421	46.337686	112.681649	18.443136	1187.976463	132.246805	42.495236	256.61465	52.467222	161.380477	122.15454	270.081517	91.817684	31.75292	239.296196	93.898162	268.85605	230.535047	142.881038	555.906191	84.963852	107.274057	231.484275	138.174406	278.721034	127.037429	29.131193	146.520284	366.535485	285.709709	25.197482	193.944361	47.806877	28.564294	407.999146	62.559242	202.043773	656.514201	44.99383	208.532477	233.207688	317.135354	235.10591	151.460884	50.352345	228.496119	107.921899	101.845212	205.600483	84.046415	16.852759	67.296046	90.393083	96.317768	475.309431	1162.645951	152.697157	259.05483	140.187787	470.178551	160.79601	99.784842	244.076911	131.518548	70.861301	116.554663	321.764651	476.342886	261.05992	61.260769	117.26757	71.369428	127.67665	473.294665	203.110675	508.717588	111.211898	56.104217	320.449253	93.640252	105.682647	850.266416	868.602312	823.165867	42.832757	190.155628	134.406624	776.521739	131.031772
"hsa-mir-1200"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1202"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1203"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1204"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1205"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1206"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1207"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.516777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1208"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-122"	0.269141	0.823289	1.407481	0.185116	0.098207	0.532646	0.199559	0.34908	0.734429	2.112721	0.292369	0.757351	0.123251	1.12093	0.800979	0.425565	0.770693	0.17976	0.59529	1.205813	0.609749	24.332541	0.238191	1.893749	0.703231	2.086951	0.651767	2.430836	1.164962	0.258328	0.412355	3.704507	0.840373	2.429448	1.578649	0.710901	4.781829	0.735812	0.266762	0.23253	1.331805	0.209355	0.333798	1.954422	139.199862	2.501947	0.467073	1.426354	0	1.564067	0.351521	0.481421	0.363474	5.035728	3.153415	0.08937	5.478954	0.302879	1.928785	0.407498	0.217892	21.527044	1.96328	0.489023	0.200598	0.086383	1.234838	0.375207	0	0.858055	0.696224	1.112786	6.397349	1.403936	0.875683	0.091929	0.360148	1.430787	1.997466	0.25851	0.530794	1.565697	0	23.611868	4.479934	0.936845	0.346417	4.176871	0.867578	0	0.558353	18.776015	0.381608	0.827295	2.830848	0.37696	0	2.642219	2.79954	0.189496	1.231885	3.462103	0.300581	1.150557	0.390717	0.499478	0.102931
"hsa-mir-1224"	0.089714	0	0.216536	0	0	0	0	0.581799	0	0	0.097456	0	0	0	0	0	0	0.08988	0.297645	0	0	0	0.119095	0.473437	0	0.080267	0	0.675232	0	0	0.137452	0.176405	0	0	0	0.609344	0	0	0	0	0.166476	0	0.166899	0	3.46425	0	0.116768	0.10972	0	0	0.527282	0	0.090868	0	0	0	0	3.483113	0	0	0	0	1.732305	0	0	0	0	0	0.163619	0	0	0.618214	0	0	0.10946	0	0	0	0	0	0	0	0	0	0	0	0	0.087018	0.144596	0	0	0	0.286206	0	0.404407	0	0.255746	0.634133	0	0	0.246377	0	0	0.104596	0.260478	0	0
"hsa-mir-1225"	0	0	0	0	0	0	0	0	0.209837	0	0	0.1683	0	0	0	0	0	0.17976	0	0	0	0.929906	0	0	0.100462	0.481604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166476	0	0	0.15034	0.314932	0	0	0.768037	0	0	0.175761	0	0.272605	0	0.450488	0	0	0	0	0	0	0	0.808409	0	0.300897	0	0	0	0	0	0	0	0	0	0.328381	0	0.090037	0	0	0	0	0.284672	0	0	0	0	0	0	0	0	0	0	0	0	0.134802	0	0.383618	0	0	0	0	0	0	0	0	0.166493	0.102931
"hsa-mir-1226"	4.216545	4.528089	7.362209	1.388367	1.767718	2.739324	5.58764	5.585273	1.468857	1.207269	1.754216	1.767152	3.451038	2.955179	2.603181	1.80865	2.532276	1.707724	3.125274	2.239368	4.390194	61.218812	3.930148	4.418748	9.644309	5.779248	2.444125	4.051393	0.499269	2.583276	2.061774	2.116861	4.832144	3.279755	7.893244	3.75762	4.686192	6.254405	2.534244	3.720488	3.246274	2.093552	5.340762	2.555783	1.732125	2.032832	4.787498	4.388782	1.39986	2.54161	15.994213	5.135154	19.900181	3.679955	17.118536	1.251184	19.757438	1.665837	3.41921	7.436839	4.139956	2.16042	3.811072	7.213093	2.40718	7.428913	3.087094	1.876036	2.454285	1.470952	1.972635	4.822071	2.994504	2.527084	8.100064	0.551572	1.980817	1.871029	4.119774	1.680315	3.804026	2.56205	6.913298	5.092756	2.767018	6.898583	2.563486	12.443594	4.482484	1.263176	0.930588	1.808061	3.625273	2.619768	10.514579	3.01568	2.429583	7.820969	4.499261	2.179199	3.202902	3.25845	2.404646	4.393034	2.214063	3.16336	6.175889
"hsa-mir-1227"	0	0	0.433071	0	0	0.228277	0	0.23272	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619937	0	0.315625	0.200923	0	0.162942	0	0	0	0	0	0	0.121472	0.364304	0	0	0	0	0	0	0	0	0	0	0.156372	0	0	0	0	0	0	0	0	0.225244	0	0	0	0	0	0	0	0	0	0.200598	0.345531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176931	0	0	0	0	0.255503	0.069283	0	0	0	0	0	0	0.068941	0.134802	0	0	0.105689	0	0	0	0.509133	0.300581	0	0	0	0.308794
